"batch_file","row_in_batch","key","pubmed_id","doi","title","year","journal","A_decision","A_confidence","A_labels","B_decision","B_confidence","B_labels","comparison_status","conflict_priority","provisional_decision","human_review_needed","automated_final_queue"
"reviewer_A_batch_13rows3001-3250.csv","34","rayyan-550689162","33127532","10.1016/j.ahj.2020.10.067","Outpatient versus observation/inpatient management of emergency department patients rapidly ruled-out for acute myocardial infarction: Findings from the HIGH-US study.","2021","American heart journal","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","35","rayyan-550689163","31947294","10.1109/EMBC.2019.8857842","Modeling Framework for the Generation of Synthetic RR Series during Atrial Arrhythmias().","2019","Annual International Conference of the IEEE Engineering in Medicine and Biology           Society. IEEE Engineering in Medicine and Biology Society. Annual International            Conference","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","36","rayyan-550689164","2369060","","[Topographic diagnosis of Kent's bundles using dynamic vectorcardiography. Correlation with the new electrocardiographic criteria proposed by R. Franck].","1990","Annales de cardiologie et d'angeiologie","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","37","rayyan-550689165","16798762","10.1093/europace/eul056","Asymptomatic recurrences of atrial fibrillation after pulmonary vein isolation.","2006","Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal           of the working groups on cardiac pacing, arrhythmias, and cardiac cellular            electrophysiology of the European Society of Cardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","38","rayyan-550689166","17093955","10.1007/s11517-006-0118-1","Unsupervised classification of ventricular extrasystoles using bounded clustering algorithms and morphology matching.","2007","Medical & biological engineering & computing","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","39","rayyan-550689167","28513211","10.1177/0284185117708472","Image quality of low-radiation dose left atrial CT using filtered back projection and an iterative reconstruction algorithm: intra-individual comparison in unselected patients undergoing pulmonary vein isolation.","2018","Acta radiologica (Stockholm, Sweden : 1987)","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","40","rayyan-550689168","29562087","10.1001/jamacardio.2018.0136","Passive Detection of Atrial Fibrillation Using a Commercially Available Smartwatch.","2018","JAMA cardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","41","rayyan-550689169","15865131","10.1007/BF02345958","Automatic optimum order selection of parametric modelling for the evaluation of abnormal intra-QRS signals in signal-averaged electrocardiograms.","2005","Medical & biological engineering & computing","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","42","rayyan-550689170","27357327","10.1016/j.jcct.2016.06.003","Coronary CT angiography with 80 kV tube voltage and low iodine concentration contrast agent in patients with low body weight.","2016","Journal of cardiovascular computed tomography","maybe","0,45","AI-ECG;DTA-data","maybe","0,4","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","43","rayyan-550689171","24599701","10.1007/s11517-014-1144-z","Predicting termination of paroxysmal atrial fibrillation using empirical mode decomposition of the atrial activity and statistical features of the heart rate variability.","2014","Medical & biological engineering & computing","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","44","rayyan-550689172","10385503","10.1161/01.cir.99.25.3279","Origins of heart rate variability. Inducibility and prevalence of a discrete, tachycardic event.","1999","Circulation","maybe","0,45","AI-ECG;DTA-data","maybe","0,4","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","45","rayyan-550689173","15613124","10.1111/j.1540-8159.2004.00694.x","Form analysis using digital signal processing reliably discriminates far-field R waves from P waves.","2004","Pacing and clinical electrophysiology : PACE","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","46","rayyan-550689174","3677353","10.1161/01.cir.76.6.1282","A validation of derived epicardial potential distributions by prediction of the coronary artery involved in acute myocardial infarction in humans.","1987","Circulation","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","47","rayyan-550689175","11014081","","New criteria for the diagnosis and treatment of atrioventricular node reentrant tachycardia.","2000","Revista portuguesa de cardiologia : orgao oficial da Sociedade Portuguesa de           Cardiologia = Portuguese journal of cardiology : an official journal of the            Portuguese Society of Cardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","48","rayyan-550689176","33018987","10.1109/EMBC44109.2020.9175411","R-peak Detection Using a Hybrid of Gaussian and Threshold Sensitivity.","2020","Annual International Conference of the IEEE Engineering in Medicine and Biology           Society. IEEE Engineering in Medicine and Biology Society. Annual International            Conference","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","49","rayyan-550689177","36321834","10.1111/bcp.15580","Added value of patient- and drug-related factors to stratify drug-drug interaction alerts for risk of QT prolongation: Development and validation of a risk prediction model.","2023","British journal of clinical pharmacology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","50","rayyan-550689178","8363316","","[Symptomatic sinus dysfunction. A new use of electrophysiology].","1993","Annales de cardiologie et d'angeiologie","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","55","rayyan-550689183","22920479","10.2174/157340312803760758","Long-term success and follow-up after atrial fibrillation ablation.","2012","Current cardiology reviews","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","56","rayyan-550689184","9988021","10.1016/s0022-0736(98)90309-0","Ventriculoatrial conduction metrics for classification of ventricular tachycardia with 1:1 retrograde conduction in dual-chamber sensing implantable cardioverter defibrillators.","1998","Journal of electrocardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","57","rayyan-550689185","23529195","10.1109/TMI.2013.2254123","Computing ischemic regions in the heart with the bidomain model--first steps towards validation.","2013","IEEE transactions on medical imaging","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","58","rayyan-550689186","18541620","10.1093/europace/eun146","Contribution of morphology discrimination algorithm for improving rhythm discrimination in slow and fast ventricular tachycardia zones in dual-chamber implantable cardioverter-defibrillators.","2008","Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal           of the working groups on cardiac pacing, arrhythmias, and cardiac cellular            electrophysiology of the European Society of Cardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","59","rayyan-550689187","1552277","10.1016/s0022-0736(10)80025-1","Slope filtered pointwise correlation dimension algorithm and its evaluation with prefibrillation heart rate data.","1992","Journal of electrocardiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","62","rayyan-550689190","38483418","10.1016/j.jacep.2024.01.013","Clinical Predictors of Device-Detected Atrial Fibrillation During 2.5 Years After Cardiac Surgery: Prospective RACE V Cohort.","2024","JACC. Clinical electrophysiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","63","rayyan-550689191","31586529","10.1016/j.amjcard.2019.08.044","Prediction and Prevention of Sudden Death in the Brugada Syndrome.","2019","The American journal of cardiology","maybe","0,45","AI-ECG;DTA-data","maybe","0,4","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","64","rayyan-550689192","27528647","10.1161/CIRCULATIONAHA.116.021886","State-of-the-Art Evaluation of Emergency Department Patients Presenting With Potential Acute Coronary Syndromes.","2016","Circulation","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","65","rayyan-550689193","20732724","10.1016/j.cmpb.2010.07.011","Prediction of paroxysmal atrial fibrillation based on non-linear analysis and spectrum and bispectrum features of the heart rate variability signal.","2012","Computer methods and programs in biomedicine","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","66","rayyan-550689194","10709227","10.1111/j.1540-8159.2000.tb00800.x","Automated classification of human atrial fibrillation from intraatrial electrograms.","2000","Pacing and clinical electrophysiology : PACE","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","68","rayyan-550689196","20386973","10.1007/s10840-010-9479-3","Characteristics and distribution of complex fractionated atrial electrograms in patients with paroxysmal and persistent atrial fibrillation.","2010","Journal of interventional cardiac electrophysiology : an international journal of           arrhythmias and pacing","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","69","rayyan-550689197","11025892","10.1111/j.1540-8159.2000.tb00964.x","Morphology discriminator feature for enhanced ventricular tachycardia discrimination in implantable cardioverter defibrillators.","2000","Pacing and clinical electrophysiology : PACE","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","70","rayyan-550689198","22556340","10.1161/CIRCULATIONAHA.111.087940","Costs and benefits of targeted screening for causes of sudden cardiac death in children and adolescents.","2012","Circulation","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","71","rayyan-550689199","37925594","10.1111/acem.14827","Performance of the 0/2-hour high-sensitivity cardiac troponin T diagnostic protocol in a multisite United States cohort.","2024","Academic emergency medicine : official journal of the Society for Academic           Emergency Medicine","maybe","0,45","AI-ECG;DTA-data","maybe","0,4","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","72","rayyan-550689200","14716618","10.1016/j.jelectrocard.2003.09.041","Arrhythmia database for algorithm testing: surface leads plus intracardiac leads for validation.","2003","Journal of electrocardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","74","rayyan-550689202","40675207","10.1016/j.ahj.2025.07.009","Design and rationale of the HARTc 2.0 trial: A multicenter randomized controlled study on the impact of point-of-care high-sensitivity cardiac troponin-I testing in prehospital acute coronary syndrome triage on diagnosis and cost-effectiveness.","2025","American heart journal","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","75","rayyan-550689203","26471861","10.1111/jce.12832","Lead Integrity Alert Is Useful for Assessment of Performance of Biotronik Linox Leads.","2015","Journal of cardiovascular electrophysiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","77","rayyan-550689206","26536584","10.1515/cclm-2015-0881","Misleading high-sensitivity troponin algorithm for NSTEMI in the ESC guidelines.","2015","Clinical chemistry and laboratory medicine","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","79","rayyan-550689208","10793429","10.1111/j.1540-8159.2000.tb00822.x","Efficacy and safety of bipolar sensing with high atrial sensitivity in dual chamber pacemakers.","2000","Pacing and clinical electrophysiology : PACE","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","80","rayyan-550689209","1991368","10.1161/01.cir.83.2.492","Secular trends in Q wave and non-Q wave acute myocardial infarction. The Minnesota Heart Survey.","1991","Circulation","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","82","rayyan-550689211","39385391","10.1002/mrm.30322","Self-gated free-running 5D whole-heart MRI using blind source separation for automated cardiac motion extraction.","2025","Magnetic resonance in medicine","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","83","rayyan-550689212","1297689","10.1016/0022-0736(92)90096-i","Validation of an adaptive software trigger and arrhythmia diagnostic algorithm.","1992","Journal of electrocardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","84","rayyan-550689213","30695758","10.1088/1361-6579/ab029c","Detection of atrial fibrillation using a wrist-worn device.","2019","Physiological measurement","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","85","rayyan-550689214","33044927","10.1109/TBME.2020.3030216","Multimodal Algorithms for the Classification of Circulation States During Out-of-Hospital Cardiac Arrest.","2021","IEEE transactions on bio-medical engineering","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","86","rayyan-550689215","19011967","10.1007/s10439-008-9596-7","P and R wave detection in complete congenital atrioventricular block.","2009","Annals of biomedical engineering","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","87","rayyan-550689216","7685888","10.1111/j.1540-8159.1993.tb04583.x","Potential hazards of fixed gain sensing and arrhythmia reconfirmation for implantable cardioverter defibrillators.","1993","Pacing and clinical electrophysiology : PACE","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","89","rayyan-550689218","28457177","10.1080/10408363.2017.1285268","High-sensitivity cardiac troponin assays: From improved analytical performance to enhanced risk stratification.","2017","Critical reviews in clinical laboratory sciences","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","90","rayyan-550689219","11025907","10.1111/j.1540-8159.2000.tb00980.x","Inappropriate pacing due to autoperpetuation of the ventricular rate stabilization algorithm: a manifestation of T wave oversensing by ICDs.","2000","Pacing and clinical electrophysiology : PACE","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","91","rayyan-550689220","26573653","10.1007/s10916-015-0359-3","An Intelligent Phonocardiography for Automated Screening of Pediatric Heart Diseases.","2016","Journal of medical systems","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","92","rayyan-550689221","30747760","10.1097/HPC.0000000000000162","One-Hour High Sensitivity Troponin Testing: A Safe and Effective Triage Tool for the Emergency Department.","2019","Critical pathways in cardiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","93","rayyan-550689222","34270150","10.1111/jce.15178","A novel adaptive insertable cardiac monitor algorithm improves the detection of atrial fibrillation and atrial tachycardia in silico.","2021","Journal of cardiovascular electrophysiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","94","rayyan-550689223","38789353","10.1016/j.jemermed.2024.02.004","Direct Comparison of the European Society of Cardiology 0/1-Hour Vs. 0/2-Hour Algorithms in Patients with Acute Chest Pain.","2024","The Journal of emergency medicine","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","95","rayyan-550689224","35853440","10.1088/1361-6579/ac826d","Detecting beats in the photoplethysmogram: benchmarking open-source algorithms.","2022","Physiological measurement","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","96","rayyan-550689225","33575022","10.1155/2021/8811837","Heartbeat Classification Based on Multifeature Combination and Stacking-DWKNN Algorithm.","2021","Journal of healthcare engineering","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","97","rayyan-550689226","17993309","10.1016/j.jelectrocard.2007.05.031","Detection of cardiac tachyarrhythmias in implantable devices.","2007","Journal of electrocardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","99","rayyan-550689228","8548902","10.1161/01.cir.93.2.295","RR interval variability in irregular monomorphic ventricular tachycardia and atrial fibrillation.","1996","Circulation","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","100","rayyan-550689229","1956677","","[Diagnosis of coronary stenosis by clinical data and computer-assisted analysis of stress test].","1991","Orvosi hetilap","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","102","rayyan-550689231","28269463","10.1109/EMBC.2016.7591930","GPU based cloud system for high-performance arrhythmia detection with parallel k-NN algorithm.","2016","Annual International Conference of the IEEE Engineering in Medicine and Biology           Society. IEEE Engineering in Medicine and Biology Society. Annual International            Conference","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","105","rayyan-550689234","32191180","10.5811/westjem.2019.10.40381","Screening for QT Prolongation in the Emergency Department: Is There a Better ""Rule of Thumb?"".","2020","The western journal of emergency medicine","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","106","rayyan-550689235","10089862","10.1016/s0002-9149(98)01021-2","Taking advantage of sophisticated pacemaker diagnostics.","1999","The American journal of cardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","107","rayyan-550689236","26850266","10.1093/ejcts/ezv486","Self-monitoring for atrial fibrillation recurrence in the discharge period post-cardiac surgery using an iPhone electrocardiogram.","2016","European journal of cardio-thoracic surgery : official journal of the European           Association for Cardio-thoracic Surgery","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","108","rayyan-550689237","15955189","10.1111/j.1540-8159.2005.50011.x","Electrogram configuration and detection of supraventricular tachycardias by a morphology discrimination algorithm in single chamber ICDs.","2005","Pacing and clinical electrophysiology : PACE","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","109","rayyan-550689238","20930463","10.2131/jts.35.687","Accurate detection of drug-induced delayed ventricular repolarization with a suitable correction formula in Langendorff guinea pig heart.","2010","The Journal of toxicological sciences","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","114","rayyan-550689243","26667086","10.1161/JAHA.115.002351","Simplified Predictive Instrument to Rule Out Acute Coronary Syndromes in a High-Risk Population.","2015","Journal of the American Heart Association","maybe","0,45","AI-ECG;DTA-data","maybe","0,4","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","115","rayyan-550689244","19548048","10.1007/s12350-009-9109-6","Multicenter investigation comparing a highly efficient half-time stress-only attenuation correction approach against standard rest-stress Tc-99m SPECT imaging.","2009","Journal of nuclear cardiology : official publication of the American Society of           Nuclear Cardiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","116","rayyan-550689245","27817218","10.1080/14779072.2017.1256201","Risk stratification after ST-segment elevation myocardial infarction.","2016","Expert review of cardiovascular therapy","maybe","0,45","AI-ECG;DTA-data","maybe","0,4","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","117","rayyan-550689246","2401059","10.1161/01.cir.82.4.1183","Top-resolution frequency analysis of electrocardiogram with adaptive frequency determination. Identification of late potentials in patients with coronary artery disease.","1990","Circulation","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","118","rayyan-550689247","16631001","10.1016/j.jacc.2005.10.074","Improved detection of coronary artery disease by stress perfusion cardiovascular magnetic resonance with the use of delayed enhancement infarction imaging.","2006","Journal of the American College of Cardiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","119","rayyan-550689248","24951711","10.1109/JBHI.2014.2330898","The effect of sample age and prediction resolution on myocardial infarction risk prediction.","2015","IEEE journal of biomedical and health informatics","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","121","rayyan-550689250","34670572","10.1186/s12968-021-00781-w","Endogenous assessment of myocardial injury with single-shot model-based non-rigid motion-corrected T1 rho mapping.","2021","Journal of cardiovascular magnetic resonance : official journal of the Society           for Cardiovascular Magnetic Resonance","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","122","rayyan-550689251","32854663","10.1186/s12883-020-01903-0","PRediction of acute coronary syndrome in acute ischemic StrokE (PRAISE) - protocol of a prospective, multicenter trial with central reading and predefined endpoints.","2020","BMC neurology","maybe","0,45","AI-ECG;DTA-data","maybe","0,4","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","123","rayyan-550689252","26451791","10.1016/j.ijcard.2015.09.026","Fluoroscopy Assisted Scoring of Myocardial Hypoperfusion (FLASH) ratio as a novel predictor of mortality after primary PCI in STEMI patients.","2016","International journal of cardiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","125","rayyan-550689254","15127382","10.1016/j.jelectrocard.2004.01.008","The nonspecificity of ST-segment elevation > or =5.0 mm in V1-V3 in the diagnosis of acute myocardial infarction in the presence of ventricular paced rhythm.","2004","Journal of electrocardiology","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","126","rayyan-550689255","24210679","10.1016/j.amjcard.2013.09.006","High-density lipoprotein mediated cellular cholesterol efflux in acute coronary syndromes.","2014","The American journal of cardiology","maybe","0,65","Structural-heart-disease;DTA-data","maybe","0,7","Structural-heart-disease;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","128","rayyan-550689257","1695743","10.1111/j.1540-8159.1990.tb02123.x","A new algorithm to solve endless loop tachycardia in DDD pacing: a multi-center study of 91 patients.","1990","Pacing and clinical electrophysiology : PACE","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","129","rayyan-550689258","8008367","","[Ergometric, hemorheologic and myocardial perfusion studies and their evaluation by pattern recognition method in ischemic heart disease].","1994","Orvosi hetilap","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","131","rayyan-550689260","10709691","10.1016/s0733-8651(05)70133-8","Automated pacemaker function.","2000","Cardiology clinics","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","132","rayyan-550689261","10089865","10.1016/s0002-9149(98)01023-6","Future of bradyarrhythmia therapy systems: automaticity.","1999","The American journal of cardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","133","rayyan-550689262","9309755","10.1111/j.1540-8159.1997.tb04248.x","Inappropriate pauses during bradycardia pacing in a third-generation implantable cardioverter defibrillator.","1997","Pacing and clinical electrophysiology : PACE","maybe","0,65","AI-ECG;DTA-data","maybe","0,65","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
"reviewer_A_batch_13rows3001-3250.csv","134","rayyan-550689263","32120081","10.1016/j.jelectrocard.2020.02.014","Are implantable cardiac monitors reliable tools for cardiac arrhythmias detection? An intra-patient comparison with permanent pacemakers.","2020","Journal of electrocardiology","maybe","0,4","AI-ECG;DTA-data","maybe","0,3","AI-ECG;DTA-data","agreement","none","maybe","no","maybe_queue"
